address,mac,ssid
1 Monster Way Corona CA,AA:BB:CC:DD:EE:21,Monster_1_0
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:22,RedBull_1_0
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:23,Starbucks_1_0
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:24,Dunkin_1_0
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:25,McDonalds_1_0
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:26,BurgerKing_1_0
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:27,Wendys_1_0
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:28,TacoBell_1_0
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:29,KFC_1_0
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:2A,PizzaHut_1_0
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:2B,Dominos_1_0
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:2C,PapaJohns_1_0
1 Subway Way Milford CT,AA:BB:CC:DD:EE:2D,Subway_1_0
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:2E,Chipotle_1_0
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:2F,Panera_1_0
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:30,ChickfilA_1_0
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:31,InNOut_1_0
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:32,FiveGuys_1_0
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:33,ShakeShack_1_0
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:34,WhiteCastle_1_0
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:35,Sonic_1_0
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:36,Arbys_1_0
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:37,JackBox_1_0
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:38,CarlsJr_1_0
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:39,Hardees_1_0
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:3A,Popeyes_1_0
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:3B,Bojangles_1_0
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:3C,Zaxbys_1_0
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:3D,RaisingCanes_1_0
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:3E,Wingstop_1_0
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:3F,BWW_1_0
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:40,Hooters_1_0
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:41,TwinPeaks_1_0
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:42,TiltedKilt_1_0
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:43,Applebees_1_0
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:44,Chilis_1_0
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:45,Fridays_1_0
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:46,OliveGarden_1_0
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:47,RedLobster_1_0
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:48,Outback_1_0
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:49,TexasRoadhouse_1_0
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:4A,LongHorn_1_0
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:4B,CrackerBarrel_1_0
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:4C,BobEvans_1_0
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:4D,Dennys_1_0
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:4E,IHOP_1_0
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:4F,WaffleHouse_1_0
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:50,Perkins_1_0
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:51,VillageInn_1_0
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:52,Shoneys_1_0
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:53,GoldenCorral_1_0
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:54,Ryans_1_0
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:55,Hometown_1_0
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:56,Sizzler_1_0
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:57,Ponderosa_1_0
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:58,Bonanza_1_0
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:59,Lubys_1_0
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:5A,Furrs_1_0
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:5B,Piccadilly_1_0
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:5C,KW_1_0
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:5D,Morrisons_1_0
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:5E,MCL_1_0
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:5F,Souplantation_1_0
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:60,SweetTomatoes_1_0
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:61,Cicis_1_0
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:62,ChuckECheese_1_0
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:63,DaveAndBusters_1_0
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:64,MainEvent_1_0
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:65,WhiteHouse_1_1
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:66,Empire_1_1
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:67,Apple_1_1
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:68,Microsoft_1_1
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:69,Facebook_1_1
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:6A,Google_1_1
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:6B,Amazon_1_1
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:6C,Tesla_1_1
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:6D,ApplePark_1_1
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6E,Oracle_1_1
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6F,Oracle2_1_1
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:70,Oracle3_1_1
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:71,Oracle4_1_1
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:72,Oracle5_1_1
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:73,Oracle6_1_1
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:74,Oracle7_1_1
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:75,Oracle8_1_1
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:76,Oracle9_1_1
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:77,Oracle10_1_1
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:78,CNN_1_1
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:79,NBC_1_1
77 W 66th St New York NY,AA:BB:CC:DD:EE:7A,ABC_1_1
51 W 52nd St New York NY,AA:BB:CC:DD:EE:7B,CBS_1_1
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:7C,Fox_1_1
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:7D,TimeWarner_1_1
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:7E,ATT_1_1
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:7F,Verizon_1_1
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:80,Sprint_1_1
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:81,SprintHQ_1_1
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:82,CocaCola_1_1
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:83,Pepsi_1_1
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:84,DrPepper_1_1
1 Monster Way Corona CA,AA:BB:CC:DD:EE:85,Monster_1_1
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:86,RedBull_1_1
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:87,Starbucks_1_1
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:88,Dunkin_1_1
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:89,McDonalds_1_1
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:8A,BurgerKing_1_1
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:8B,Wendys_1_1
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:8C,TacoBell_1_1
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:8D,KFC_1_1
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:8E,PizzaHut_1_1
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:8F,Dominos_1_1
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:90,PapaJohns_1_1
1 Subway Way Milford CT,AA:BB:CC:DD:EE:91,Subway_1_1
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:92,Chipotle_1_1
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:93,Panera_1_1
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:94,ChickfilA_1_1
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:95,InNOut_1_1
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:96,FiveGuys_1_1
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:97,ShakeShack_1_1
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:98,WhiteCastle_1_1
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:99,Sonic_1_1
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:9A,Arbys_1_1
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:9B,JackBox_1_1
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:9C,CarlsJr_1_1
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:9D,Hardees_1_1
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:9E,Popeyes_1_1
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:9F,Bojangles_1_1
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:A0,Zaxbys_1_1
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:A1,RaisingCanes_1_1
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:A2,Wingstop_1_1
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:A3,BWW_1_1
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:A4,Hooters_1_1
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:A5,TwinPeaks_1_1
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:A6,TiltedKilt_1_1
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:A7,Applebees_1_1
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:A8,Chilis_1_1
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:A9,Fridays_1_1
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:AA,OliveGarden_1_1
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:AB,RedLobster_1_1
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:AC,Outback_1_1
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:AD,TexasRoadhouse_1_1
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:AE,LongHorn_1_1
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:AF,CrackerBarrel_1_1
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:B0,BobEvans_1_1
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:B1,Dennys_1_1
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:B2,IHOP_1_1
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:B3,WaffleHouse_1_1
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:B4,Perkins_1_1
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:B5,VillageInn_1_1
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:B6,Shoneys_1_1
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:B7,GoldenCorral_1_1
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:B8,Ryans_1_1
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:B9,Hometown_1_1
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:BA,Sizzler_1_1
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:BB,Ponderosa_1_1
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:BC,Bonanza_1_1
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:BD,Lubys_1_1
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:BE,Furrs_1_1
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:BF,Piccadilly_1_1
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:C0,KW_1_1
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:C1,Morrisons_1_1
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:C2,MCL_1_1
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:C3,Souplantation_1_1
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:C4,SweetTomatoes_1_1
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:C5,Cicis_1_1
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:C6,ChuckECheese_1_1
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:C7,DaveAndBusters_1_1
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:C8,MainEvent_1_1
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:C9,WhiteHouse_1_2
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:CA,Empire_1_2
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:CB,Apple_1_2
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:CC,Microsoft_1_2
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:CD,Facebook_1_2
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:CE,Google_1_2
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:CF,Amazon_1_2
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:D0,Tesla_1_2
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:D1,ApplePark_1_2
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D2,Oracle_1_2
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D3,Oracle2_1_2
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D4,Oracle3_1_2
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D5,Oracle4_1_2
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D6,Oracle5_1_2
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D7,Oracle6_1_2
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D8,Oracle7_1_2
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D9,Oracle8_1_2
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:DA,Oracle9_1_2
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:DB,Oracle10_1_2
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:DC,CNN_1_2
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:DD,NBC_1_2
77 W 66th St New York NY,AA:BB:CC:DD:EE:DE,ABC_1_2
51 W 52nd St New York NY,AA:BB:CC:DD:EE:DF,CBS_1_2
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:E0,Fox_1_2
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:E1,TimeWarner_1_2
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:E2,ATT_1_2
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:E3,Verizon_1_2
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:E4,Sprint_1_2
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:E5,SprintHQ_1_2
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:E6,CocaCola_1_2
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:E7,Pepsi_1_2
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:E8,DrPepper_1_2
1 Monster Way Corona CA,AA:BB:CC:DD:EE:E9,Monster_1_2
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:EA,RedBull_1_2
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:EB,Starbucks_1_2
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:EC,Dunkin_1_2
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:ED,McDonalds_1_2
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:EE,BurgerKing_1_2
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:EF,Wendys_1_2
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:F0,TacoBell_1_2
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:F1,KFC_1_2
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:F2,PizzaHut_1_2
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:F3,Dominos_1_2
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:F4,PapaJohns_1_2
1 Subway Way Milford CT,AA:BB:CC:DD:EE:F5,Subway_1_2
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:F6,Chipotle_1_2
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:F7,Panera_1_2
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:F8,ChickfilA_1_2
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:F9,InNOut_1_2
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:FA,FiveGuys_1_2
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:FB,ShakeShack_1_2
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:FC,WhiteCastle_1_2
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:FD,Sonic_1_2
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:FE,Arbys_1_2
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:FF,JackBox_1_2
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:00,CarlsJr_1_2
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:01,Hardees_1_2
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:02,Popeyes_1_2
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:03,Bojangles_1_2
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:04,Zaxbys_1_2
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:05,RaisingCanes_1_2
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:06,Wingstop_1_2
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:07,BWW_1_2
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:08,Hooters_1_2
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:09,TwinPeaks_1_2
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:0A,TiltedKilt_1_2
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:0B,Applebees_1_2
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:0C,Chilis_1_2
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:0D,Fridays_1_2
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:0E,OliveGarden_1_2
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:0F,RedLobster_1_2
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:10,Outback_1_2
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:11,TexasRoadhouse_1_2
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:12,LongHorn_1_2
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:13,CrackerBarrel_1_2
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:14,BobEvans_1_2
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:15,Dennys_1_2
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:16,IHOP_1_2
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:17,WaffleHouse_1_2
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:18,Perkins_1_2
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:19,VillageInn_1_2
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:1A,Shoneys_1_2
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:1B,GoldenCorral_1_2
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:1C,Ryans_1_2
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:1D,Hometown_1_2
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:1E,Sizzler_1_2
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:1F,Ponderosa_1_2
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:20,Bonanza_1_2
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:21,Lubys_1_2
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:22,Furrs_1_2
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:23,Piccadilly_1_2
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:24,KW_1_2
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:25,Morrisons_1_2
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:26,MCL_1_2
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:27,Souplantation_1_2
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:28,SweetTomatoes_1_2
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:29,Cicis_1_2
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:2A,ChuckECheese_1_2
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:2B,DaveAndBusters_1_2
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:2C,MainEvent_1_2
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:2D,WhiteHouse_1_3
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:2E,Empire_1_3
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:2F,Apple_1_3
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:30,Microsoft_1_3
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:31,Facebook_1_3
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:32,Google_1_3
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:33,Amazon_1_3
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:34,Tesla_1_3
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:35,ApplePark_1_3
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:36,Oracle_1_3
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:37,Oracle2_1_3
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:38,Oracle3_1_3
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:39,Oracle4_1_3
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3A,Oracle5_1_3
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3B,Oracle6_1_3
