lat,lon,bssid,ssid,address
42.04094315,-87.76063538,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5317 West Dempster Street, Skokie, Illinois 60077, United States"
42.04094315,-87.75782776,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5220 West Dempster Street, Skokie, Illinois 60077, United States"
42.04094696,-87.76176453,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5317 West Dempster Street, Skokie, Illinois 60077, United States"
42.04097366,-87.75870514,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5252 West Dempster Street, Skokie, Illinois 60077, United States"
42.04097366,-87.75846863,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5232 West Dempster Street, Skokie, Illinois 60077, United States"
42.04097748,-87.75987244,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"5317 West Dempster Street, Skokie, Illinois 60077, United States"
42.04098129,-87.76287842,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"West Dempster Street, Skokie, Illinois 60053, United States"
42.23360825,-83.73898315,C4:49:BB:63:A7:8C,FBI Chevy,"3695 South State Street, Ann Arbor, Michigan 48108, United States"
42.26630783,-83.23581696,5A:E4:03:C1:7F:B6,myChevrolet 7fb6,"Detroit Industrial Expressway, Taylor, Michigan 48101, United States"
42.377135365681646,-83.03916530946275,310260_42749_27452163,T-Mobile USA,"3340 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377135365681646,-83.03916530946275,48:8B:7A:BA:5A:07,,"3340 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37724690293817,-83.03885702551591,02:54:AF:F2:5F:7F,Hotspot5F7F,"3340 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37747323694925,-83.03824751958885,59:47:8A:0A:DE:83,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37747323694925,-83.03824751958885,6E:34:10:03:F6:A4,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37747323694925,-83.03824751958885,88:5A:85:D9:65:74,hum30319,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37747323694925,-83.03824751958885,AC:DF:9F:AC:48:70,STK,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37759113953722,-83.03793652399698,310260_42749_27452163,T-Mobile USA,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,46:06:02:7E:24:95,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,6E:34:10:03:F6:A4,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,70:31:8F:F0:AD:44,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,C8:7F:BE:08:81:32,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,CA:47:2C:ED:AD:A1,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.377712667753386,-83.03761456146104,EC:AA:E4:7D:4C:40,,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37781844408432,-83.03733306576078,5A:E4:03:C8:0A:E8,myGMC 0AE8,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37781844408432,-83.03733306576078,88:5A:85:8F:6A:82,hum85023,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37781844408432,-83.03733306576078,88:5A:85:D9:65:74,hum30319,"3400 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37802917936625,-83.0367789201913,02:54:AF:F2:5F:7F,Hotspot5F7F,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37802917936625,-83.0367789201913,22:AD:56:33:84:B6,Hotspot84B6,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37802917936625,-83.0367789201913,310260_42749_27452163,T-Mobile USA,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37802917936625,-83.0367789201913,59:47:8A:0A:DE:83,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37802917936625,-83.0367789201913,5A:E4:03:C8:0A:E8,myGMC 0AE8,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3781374463924,-83.03650035693269,22:AD:56:33:84:B6,Hotspot84B6,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3782479231384,-83.03622332689005,46:06:02:7E:24:95,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3782479231384,-83.03622332689005,50:CE:FF:55:E0:CE,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3782479231384,-83.03622332689005,6E:34:10:03:F6:A4,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3782479231384,-83.03622332689005,70:31:8F:F0:AD:44,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3782479231384,-83.03622332689005,88:5A:85:8F:6A:82,hum85023,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37836313380175,-83.03594173478493,50:CE:FF:55:E0:CE,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3784813357264,-83.0356653475069,310260_42749_27452163,T-Mobile USA,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37860332119634,-83.03539728076159,5A:E4:03:C8:0A:E8,myGMC 0AE8,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.378729345411394,-83.03513741694816,06:AA:A0:71:FC:08,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.378729345411394,-83.03513741694816,70:31:8F:F0:AD:44,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37886012770327,-83.03488562576021,50:4D:77:D5:66:20,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37886012770327,-83.03488562576021,56:F4:AA:C6:74:B7,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37886012770327,-83.03488562576021,6E:34:10:03:F6:A4,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37886012770327,-83.03488562576021,77:8E:4F:EE:EA:05,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37886012770327,-83.03488562576021,FA:91:E4:A8:51:9F,,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37902622651285,-83.03460193441855,02:54:AF:F2:5F:7F,Hotspot5F7F,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37902622651285,-83.03460193441855,2A:03:EB:2B:4D:44,scrooge,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37902622651285,-83.03460193441855,310260_42749_27452163,T-Mobile USA,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37920862141081,-83.03431934087381,88:5A:85:8F:6A:82,hum85023,"3700 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,30:E2:83:07:11:DC,HarpBT214622535,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,50:4D:77:D5:66:20,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,56:F4:AA:C6:74:B7,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,59:47:8A:0A:DE:83,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,5A:E4:03:C8:0A:E8,myGMC 0AE8,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,6E:34:10:03:F6:A4,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,77:8E:4F:EE:EA:05,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37977548271955,-83.03359704571314,CA:47:2C:ED:AD:A1,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37998708355752,-83.03335780731582,310260_42749_27452163,T-Mobile USA,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.37998708355752,-83.03335780731582,88:5A:85:D9:65:74,hum30319,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38023122517326,-83.0330968713171,88:5A:85:D9:65:74,hum30319,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38038223696839,-83.03294432063969,88:5A:85:8F:6A:82,hum85023,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38053129879925,-83.03279917301202,310260_42749_27452161,T-Mobile USA,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38053129879925,-83.03279917301202,310260_42749_27452163,T-Mobile USA,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38053129879925,-83.03279917301202,50:4D:77:D5:66:20,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.3806535,-83.0178422,02:54:AF:F2:5F:7F,Hotspot5F7F,"5718 Baldwin Street, Detroit, Michigan 48213, United States"
42.3806535,-83.0178422,310260_42741_5693955,T-Mobile USA,"5718 Baldwin Street, Detroit, Michigan 48213, United States"
42.3806535,-83.0178422,6E:02:E0:C3:F5:A4,DIRECT-a4-HP M15 LaserJet,"5718 Baldwin Street, Detroit, Michigan 48213, United States"
42.3806535,-83.0178422,88:5A:85:8F:6A:82,hum85023,"5718 Baldwin Street, Detroit, Michigan 48213, United States"
42.38067798203157,-83.03266230525432,70:31:8F:F0:AD:44,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38082598561992,-83.03253000646883,2E:DC:AD:F5:94:C6,DIRECT-pP-sharon wanzer,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38082598561992,-83.03253000646883,5A:E4:03:C8:0A:E8,myGMC 0AE8,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.380966274029156,-83.03241084914075,02:54:AF:F2:5F:7F,Hotspot5F7F,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.380966274029156,-83.03241084914075,2E:DC:AD:F5:94:C6,DIRECT-pP-sharon wanzer,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.380966274029156,-83.03241084914075,59:47:8A:0A:DE:83,,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38096627402916,-83.03241084914075,02:54:AF:F2:5F:7F,Hotspot5F7F,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38096627402916,-83.03241084914075,2E:DC:AD:F5:94:C6,DIRECT-pP-sharon wanzer,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38096627402916,-83.03241084914075,59:47:8A:0A:DE:83,,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38128520356254,-83.03215413473892,5A:E4:03:C8:0A:E8,myGMC 0AE8,"6501 Harper Avenue, Detroit, Michigan 48211, United States"
42.38146276096922,-83.03201600232283,02:54:AF:F2:5F:7F,Hotspot5F7F,"6400 Harper Avenue, Detroit, Michigan 48211, United States"
42.38146276096922,-83.03201600232283,6E:34:10:03:F6:A4,,"6400 Harper Avenue, Detroit, Michigan 48211, United States"
42.38146276096922,-83.03201600232283,77:8E:4F:EE:EA:05,,"6400 Harper Avenue, Detroit, Michigan 48211, United States"
42.38146276096922,-83.03201600232283,F0:AB:54:0F:C1:2E,WiFi Hotspot 6205,"6400 Harper Avenue, Detroit, Michigan 48211, United States"
42.38146276096922,-83.03201600232283,F7:37:9D:B4:0F:59,,"6400 Harper Avenue, Detroit, Michigan 48211, United States"
42.38166962540207,-83.03185224317218,310260_42749_27452161,T-Mobile USA,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.38166962540207,-83.03185224317218,88:5A:85:8F:6A:82,hum85023,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.381876917649244,-83.03168198363599,88:5A:85:D9:65:74,hum30319,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.38187691764925,-83.03168198363599,88:5A:85:D9:65:74,hum30319,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.382082074622396,-83.03150526563115,2E:DC:AD:93:4C:23,DIRECT-yZ-msuSpartan88,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.3820820746224,-83.03150526563115,2E:DC:AD:93:4C:23,DIRECT-yZ-msuSpartan88,"6599 Harper Avenue, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,59:47:8A:0A:DE:83,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,65:E9:4C:76:C0:9B,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,77:8E:4F:EE:EA:05,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,C8:9E:43:8C:2C:71,IPC_AC,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,EC:AA:E4:7D:4C:40,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38252042723873,-83.03111017658428,F7:37:9D:B4:0F:59,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38270883007479,-83.030920681069,310260_42749_27452161,T-Mobile USA,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38270883007479,-83.030920681069,40:ED:00:70:0E:B2,Plant24,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38270883007479,-83.030920681069,5A:E4:03:C8:0A:E8,myGMC 0AE8,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38288936967861,-83.03072412819758,02:54:AF:F2:5F:7F,Hotspot5F7F,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38288936967861,-83.03072412819758,40:ED:00:70:0E:B2,Plant24,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38288936967861,-83.03072412819758,40:ED:00:70:13:40,Plant24,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.383060106994655,-83.03052304039319,88:5A:85:8F:6A:82,hum85023,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,47:7D:28:65:4D:57,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,59:47:8A:0A:DE:83,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,5C:26:B0:17:60:46,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,6B:E4:24:B0:79:EE,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,6E:34:10:03:F6:A4,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,CE:35:8A:13:B2:FD,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38337440328471,-83.0301186335359,DA:21:F9:F3:5D:BD,Event,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38354033951531,-83.02988409200601,310260_42749_27452161,T-Mobile USA,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38354033951531,-83.02988409200601,47:7D:28:65:4D:57,,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38354033951531,-83.02988409200601,5A:E4:03:C8:0A:E8,myGMC 0AE8,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38354033951531,-83.02988409200601,88:5A:85:D9:65:74,hum30319,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38354033951531,-83.02988409200601,92:32:4B:88:19:B3,DIRECT-b3-HP M452 LaserJet,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38369677312879,-83.02964396816279,02:54:AF:F2:5F:7F,Hotspot5F7F,"Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38384072137138,-83.02940506699244,310260_42749_27452161,T-Mobile USA,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38384072137138,-83.02940506699244,5A:E4:03:C8:0A:E8,myGMC 0AE8,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.383977433949724,-83.02916124747131,6B:E4:24:B0:79:EE,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38397743394973,-83.02916124747131,6B:E4:24:B0:79:EE,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,42:BD:74:A9:7A:D9,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,59:47:8A:0A:DE:83,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,5C:26:B0:17:60:46,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,5D:52:DF:4B:D7:D2,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,6E:34:10:03:F6:A4,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,77:8E:4F:EE:EA:05,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38410882293341,-83.02890753323919,7C:49:9C:CA:C4:21,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38423182026466,-83.02864884442462,42:BD:74:A9:7A:D9,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38434535242702,-83.02838576165428,310260_42749_27452161,T-Mobile USA,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38434535242702,-83.02838576165428,58:96:71:00:EA:B0,Chism,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38434535242702,-83.02838576165428,98:5D:46:10:2B:A9,PNet6557405,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38434535242702,-83.02838576165428,D2:40:EF:88:2E:03,DIRECT-fy-Car_5c07,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38444222142202,-83.02813594630202,7C:0C:F6:0A:F2:7A,Dash-1836,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38444222142202,-83.02813594630202,7C:49:9C:CA:C4:21,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38444222142202,-83.02813594630202,98:5D:46:10:2B:A9,PNet6557405,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,52:02:7A:4A:F2:2A,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,59:47:8A:0A:DE:83,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,5C:26:B0:17:60:46,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,5D:52:DF:4B:D7:D2,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,68:67:E5:A1:0F:95,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,6E:34:10:03:F6:A4,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,73:2D:BD:D0:26:25,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,77:8E:4F:EE:EA:05,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,7F:A2:72:17:DC:9B,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,A0:2D:13:C5:01:73,Chism,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,CE:35:8A:13:B2:FD,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38462626338715,-83.02761151982898,EC:AA:E4:7D:4C:40,,"7026 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38470495441156,-83.02734693322498,310260_42749_27452161,T-Mobile USA,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38470495441156,-83.02734693322498,5A:E4:03:C8:0A:E8,myGMC 0AE8,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38470495441156,-83.02734693322498,A8:40:0B:2B:58:33,HotspotQSfQ,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38470495441156,-83.02734693322498,AC:91:9B:12:A8:60,ATT752,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38470495441156,-83.02734693322498,AC:91:9B:12:A8:61,Guest,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38477407561481,-83.0270874316827,10:93:97:47:76:B0,ATT3wnSfEa,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38477407561481,-83.0270874316827,88:5A:85:8F:6A:82,hum85023,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38477407561481,-83.0270874316827,88:5A:85:D9:65:74,hum30319,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38477407561481,-83.0270874316827,90:48:6C:02:FA:4E,Ring Setup 4e,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
42.38477407561481,-83.0270874316827,AC:91:9B:12:A8:60,ATT752,"7044 Edsel Ford Freeway, Detroit, Michigan 48211, United States"
